Date,USD/INR
13-03-1987,12.99
16-03-1987,12.99
17-03-1987,12.92
18-03-1987,12.85
19-03-1987,12.86
20-03-1987,12.88
23-03-1987,12.8
24-03-1987,12.79
25-03-1987,12.82
26-03-1987,12.9
27-03-1987,12.89
30-03-1987,12.85
31-03-1987,12.94
01-04-1987,12.94
02-04-1987,13
03-04-1987,12.88
06-04-1987,12.85
07-04-1987,12.85
08-04-1987,12.87
09-04-1987,12.85
10-04-1987,12.82
13-04-1987,12.86
14-04-1987,12.8
15-04-1987,12.83
16-04-1987,12.86
17-04-1987,12.84
20-04-1987,12.86
21-04-1987,12.8
22-04-1987,12.82
23-04-1987,12.8
24-04-1987,12.7
27-04-1987,12.63
28-04-1987,12.69
29-04-1987,12.72
30-04-1987,12.65
01-05-1987,12.63
04-05-1987,12.63
05-05-1987,12.61
06-05-1987,12.57
07-05-1987,12.59
08-05-1987,12.59
11-05-1987,12.66
12-05-1987,12.7
13-05-1987,12.7
14-05-1987,12.65
15-05-1987,12.62
18-05-1987,12.61
19-05-1987,12.59
20-05-1987,12.59
21-05-1987,12.63
22-05-1987,12.63
25-05-1987,
26-05-1987,12.74
27-05-1987,12.89
28-05-1987,12.85
29-05-1987,12.84
01-06-1987,12.89
02-06-1987,12.8
03-06-1987,12.81
04-06-1987,12.84
05-06-1987,12.83
08-06-1987,12.81
09-06-1987,12.75
10-06-1987,12.72
11-06-1987,12.72
12-06-1987,12.75
15-06-1987,12.86
16-06-1987,12.85
17-06-1987,12.85
18-06-1987,12.84
19-06-1987,12.85
22-06-1987,12.91
23-06-1987,12.93
24-06-1987,12.82
25-06-1987,12.87
26-06-1987,12.88
29-06-1987,12.94
30-06-1987,12.89
01-07-1987,12.87
02-07-1987,12.9
03-07-1987,12.89
06-07-1987,12.9
07-07-1987,12.9
08-07-1987,12.94
09-07-1987,12.94
10-07-1987,13
13-07-1987,12.99
14-07-1987,13.03
15-07-1987,12.96
16-07-1987,12.99
17-07-1987,13.04
20-07-1987,13.1
21-07-1987,13.11
22-07-1987,13.1
23-07-1987,13.05
24-07-1987,13.08
27-07-1987,13.09
28-07-1987,13.11
29-07-1987,13.08
30-07-1987,13.11
31-07-1987,13.11
03-08-1987,13.12
04-08-1987,13.15
05-08-1987,13.09
06-08-1987,13.09
07-08-1987,13.12
10-08-1987,13.11
11-08-1987,13.11
12-08-1987,13.1
13-08-1987,13.09
14-08-1987,13.1
17-08-1987,13.09
18-08-1987,13.04
19-08-1987,13.08
20-08-1987,13.07
21-08-1987,13.06
24-08-1987,13.06
25-08-1987,13.07
26-08-1987,13.09
27-08-1987,13.05
28-08-1987,13.05
31-08-1987,13.05
01-09-1987,12.98
02-09-1987,12.95
03-09-1987,12.94
04-09-1987,12.93
07-09-1987,
08-09-1987,12.9
09-09-1987,12.92
10-09-1987,12.96
11-09-1987,12.95
14-09-1987,13
15-09-1987,13
16-09-1987,12.99
17-09-1987,12.98
18-09-1987,12.95
21-09-1987,12.96
22-09-1987,13
23-09-1987,13.04
24-09-1987,13.03
25-09-1987,13.07
28-09-1987,13.07
29-09-1987,13.13
30-09-1987,13.11
01-10-1987,13.11
02-10-1987,13.08
05-10-1987,13.1
06-10-1987,13.06
07-10-1987,13.06
08-10-1987,13.08
09-10-1987,13.06
12-10-1987,
13-10-1987,13.08
14-10-1987,13.05
15-10-1987,13.05
16-10-1987,13.07
19-10-1987,12.99
20-10-1987,13.03
21-10-1987,13.06
22-10-1987,13.04
23-10-1987,13.02
26-10-1987,12.99
27-10-1987,12.99
28-10-1987,12.99
29-10-1987,13
30-10-1987,12.99
02-11-1987,13
03-11-1987,13.01
04-11-1987,12.99
05-11-1987,12.93
06-11-1987,12.9
09-11-1987,12.88
10-11-1987,12.86
11-11-1987,
12-11-1987,13.04
13-11-1987,13.01
16-11-1987,13.14
17-11-1987,13.04
18-11-1987,13
19-11-1987,12.96
20-11-1987,12.92
23-11-1987,12.95
24-11-1987,13.02
25-11-1987,13
26-11-1987,
27-11-1987,12.93
30-11-1987,12.89
01-12-1987,12.94
02-12-1987,12.97
03-12-1987,12.98
04-12-1987,12.95
07-12-1987,13
08-12-1987,13.05
09-12-1987,12.99
10-12-1987,12.94
11-12-1987,12.94
14-12-1987,12.89
15-12-1987,12.91
16-12-1987,12.95
17-12-1987,12.9
18-12-1987,12.9
21-12-1987,12.94
22-12-1987,12.96
23-12-1987,13
24-12-1987,13
25-12-1987,
28-12-1987,12.92
29-12-1987,12.82
30-12-1987,12.86
31-12-1987,12.75
01-01-1988,
04-01-1988,12.88
05-01-1988,12.99
06-01-1988,13.1
07-01-1988,13.05
08-01-1988,13.09
11-01-1988,13.02
12-01-1988,13.03
13-01-1988,12.99
14-01-1988,13.06
15-01-1988,13.13
18-01-1988,
19-01-1988,13.08
20-01-1988,13.04
21-01-1988,12.99
22-01-1988,13.03
25-01-1988,13.05
26-01-1988,13.04
27-01-1988,13.05
28-01-1988,13.05
29-01-1988,13.08
01-02-1988,13.1
02-02-1988,13.1
03-02-1988,13.03
04-02-1988,13.07
05-02-1988,13.06
08-02-1988,13.11
09-02-1988,13.11
10-02-1988,13.06
11-02-1988,13.04
12-02-1988,13.11
15-02-1988,
16-02-1988,13.09
17-02-1988,13.08
18-02-1988,13.07
19-02-1988,13.07
22-02-1988,13.03
23-02-1988,13.03
24-02-1988,13.03
25-02-1988,13.03
26-02-1988,13.02
29-02-1988,13.06
01-03-1988,13.06
02-03-1988,13.06
03-03-1988,13.07
04-03-1988,13.07
07-03-1988,12.97
08-03-1988,12.85
09-03-1988,12.87
10-03-1988,12.93
11-03-1988,12.9
14-03-1988,12.89
15-03-1988,12.92
16-03-1988,12.93
17-03-1988,12.94
18-03-1988,13
21-03-1988,13
22-03-1988,13.02
23-03-1988,13.02
24-03-1988,13.02
25-03-1988,13.03
28-03-1988,13
29-03-1988,12.96
30-03-1988,13.05
31-03-1988,12.96
01-04-1988,13
04-04-1988,12.96
05-04-1988,13.09
06-04-1988,13.09
07-04-1988,13.16
08-04-1988,13.12
11-04-1988,13.17
12-04-1988,13.22
13-04-1988,13.26
14-04-1988,13.2
15-04-1988,13.12
18-04-1988,13.1
19-04-1988,13.17
20-04-1988,13.16
21-04-1988,13.16
22-04-1988,13.2
25-04-1988,13.23
26-04-1988,13.2
27-04-1988,13.27
28-04-1988,13.22
29-04-1988,13.21
02-05-1988,13.3
03-05-1988,13.28
04-05-1988,13.28
05-05-1988,13.27
06-05-1988,13.28
09-05-1988,13.25
10-05-1988,13.26
11-05-1988,13.24
12-05-1988,13.28
13-05-1988,13.25
16-05-1988,13.26
17-05-1988,13.33
18-05-1988,13.31
19-05-1988,13.33
20-05-1988,13.37
23-05-1988,13.36
24-05-1988,13.34
25-05-1988,13.39
26-05-1988,13.39
27-05-1988,13.39
30-05-1988,
31-05-1988,13.47
01-06-1988,13.51
02-06-1988,13.59
03-06-1988,13.58
06-06-1988,13.6
07-06-1988,13.6
08-06-1988,13.58
09-06-1988,13.59
10-06-1988,13.62
13-06-1988,13.61
14-06-1988,13.68
15-06-1988,13.77
16-06-1988,13.76
17-06-1988,13.85
20-06-1988,13.82
21-06-1988,13.82
22-06-1988,13.9
23-06-1988,13.97
24-06-1988,13.98
27-06-1988,14.17
28-06-1988,14.08
29-06-1988,14.14
30-06-1988,14.07
01-07-1988,14.14
04-07-1988,
05-07-1988,14.12
06-07-1988,14.02
07-07-1988,14.02
08-07-1988,14.02
11-07-1988,14.07
12-07-1988,14.07
13-07-1988,14.06
14-07-1988,14.09
15-07-1988,14.1
18-07-1988,14.08
19-07-1988,14.06
20-07-1988,14.06
21-07-1988,14.04
22-07-1988,14.06
25-07-1988,14.06
26-07-1988,14.11
27-07-1988,14.1
28-07-1988,14.14
29-07-1988,14.17
01-08-1988,14.18
02-08-1988,14.16
03-08-1988,14.17
04-08-1988,14.17
05-08-1988,14.19
08-08-1988,14.16
09-08-1988,14.17
10-08-1988,14.19
11-08-1988,14.17
12-08-1988,14.14
15-08-1988,14.15
16-08-1988,14.12
17-08-1988,14.19
18-08-1988,14.2
19-08-1988,14.22
22-08-1988,14.35
23-08-1988,14.3
24-08-1988,14.29
25-08-1988,14.23
26-08-1988,14.28
29-08-1988,14.28
30-08-1988,14.32
31-08-1988,14.36
01-09-1988,14.41
02-09-1988,14.44
05-09-1988,
06-09-1988,14.39
07-09-1988,14.38
08-09-1988,14.4
09-09-1988,14.43
12-09-1988,14.4
13-09-1988,14.43
14-09-1988,14.44
15-09-1988,14.48
16-09-1988,14.51
19-09-1988,14.52
20-09-1988,14.49
21-09-1988,14.56
22-09-1988,14.6
23-09-1988,14.58
26-09-1988,14.6
27-09-1988,14.57
28-09-1988,14.56
29-09-1988,14.54
30-09-1988,14.55
03-10-1988,14.56
04-10-1988,14.56
05-10-1988,14.59
06-10-1988,14.57
07-10-1988,14.56
10-10-1988,
11-10-1988,14.62
12-10-1988,14.7
13-10-1988,14.67
14-10-1988,14.72
17-10-1988,14.73
18-10-1988,14.74
19-10-1988,14.76
20-10-1988,14.75
21-10-1988,14.75
24-10-1988,14.78
25-10-1988,14.8
26-10-1988,14.82
27-10-1988,14.88
28-10-1988,14.87
31-10-1988,14.97
01-11-1988,14.88
02-11-1988,14.89
03-11-1988,14.9
04-11-1988,14.95
07-11-1988,14.99
08-11-1988,14.98
09-11-1988,14.94
10-11-1988,14.96
11-11-1988,
14-11-1988,14.96
15-11-1988,14.97
16-11-1988,14.94
17-11-1988,14.95
18-11-1988,15.06
21-11-1988,15.06
22-11-1988,15.02
23-11-1988,15
24-11-1988,
25-11-1988,14.99
28-11-1988,14.98
29-11-1988,14.95
30-11-1988,14.95
01-12-1988,14.9
02-12-1988,14.87
05-12-1988,14.95
06-12-1988,14.97
07-12-1988,15.09
08-12-1988,15
09-12-1988,15.05
12-12-1988,15.05
13-12-1988,15.09
14-12-1988,15.04
15-12-1988,15.03
16-12-1988,15.06
19-12-1988,15.01
20-12-1988,15.06
21-12-1988,15.03
22-12-1988,15.04
23-12-1988,15.03
26-12-1988,
27-12-1988,15.03
28-12-1988,15.09
29-12-1988,15.02
30-12-1988,14.99
02-01-1989,
03-01-1989,15.02
04-01-1989,15.08
05-01-1989,15.05
06-01-1989,15.07
09-01-1989,15.1
10-01-1989,15.07
11-01-1989,15.05
12-01-1989,15.06
13-01-1989,15.04
16-01-1989,
17-01-1989,15.09
18-01-1989,15.09
19-01-1989,15.11
20-01-1989,15.1
23-01-1989,15.11
24-01-1989,15.12
25-01-1989,15.13
26-01-1989,15.09
27-01-1989,15.12
30-01-1989,15.17
31-01-1989,15.18
01-02-1989,15.2
02-02-1989,15.18
03-02-1989,15.18
06-02-1989,15.23
07-02-1989,15.2
08-02-1989,15.2
09-02-1989,15.19
10-02-1989,15.19
13-02-1989,15.24
14-02-1989,15.22
15-02-1989,15.2
16-02-1989,15.23
17-02-1989,15.19
20-02-1989,
21-02-1989,15.29
22-02-1989,15.35
23-02-1989,15.3
24-02-1989,15.3
27-02-1989,15.33
28-02-1989,15.35
01-03-1989,15.35
02-03-1989,15.34
03-03-1989,15.31
06-03-1989,15.32
07-03-1989,15.34
08-03-1989,15.32
09-03-1989,15.34
10-03-1989,15.35
13-03-1989,15.38
14-03-1989,15.47
15-03-1989,15.43
16-03-1989,15.49
17-03-1989,15.52
20-03-1989,15.53
21-03-1989,15.53
22-03-1989,15.52
23-03-1989,15.54
24-03-1989,15.5
27-03-1989,15.6
28-03-1989,15.66
29-03-1989,15.64
30-03-1989,15.64
31-03-1989,15.63
03-04-1989,15.62
04-04-1989,15.58
05-04-1989,15.64
06-04-1989,15.64
07-04-1989,15.67
10-04-1989,15.71
11-04-1989,15.69
12-04-1989,15.74
13-04-1989,15.71
14-04-1989,15.69
17-04-1989,15.71
18-04-1989,15.7
19-04-1989,15.72
20-04-1989,15.72
21-04-1989,15.7
24-04-1989,15.76
25-04-1989,15.8
26-04-1989,15.86
27-04-1989,15.84
28-04-1989,15.86
01-05-1989,15.86
02-05-1989,15.92
03-05-1989,15.94
04-05-1989,15.93
05-05-1989,16.02
08-05-1989,16.02
09-05-1989,16.05
10-05-1989,16.05
11-05-1989,16.09
12-05-1989,16.04
15-05-1989,16.06
16-05-1989,16.05
17-05-1989,16.09
18-05-1989,16.12
19-05-1989,16.12
22-05-1989,16.28
23-05-1989,16.24
24-05-1989,16.31
25-05-1989,16.26
26-05-1989,16.18
29-05-1989,
30-05-1989,16.33
31-05-1989,16.28
01-06-1989,16.32
02-06-1989,16.28
05-06-1989,16.29
06-06-1989,16.35
07-06-1989,16.29
08-06-1989,16.34
09-06-1989,16.42
12-06-1989,16.49
13-06-1989,16.5
14-06-1989,16.49
15-06-1989,16.51
16-06-1989,16.43
19-06-1989,16.42
20-06-1989,16.42
21-06-1989,16.47
22-06-1989,16.43
23-06-1989,16.46
26-06-1989,16.49
27-06-1989,16.44
28-06-1989,16.47
29-06-1989,16.43
30-06-1989,16.49
03-07-1989,16.36
04-07-1989,
05-07-1989,16.29
06-07-1989,16.3
07-07-1989,16.24
10-07-1989,16.32
11-07-1989,16.33
12-07-1989,16.39
13-07-1989,16.38
14-07-1989,16.38
17-07-1989,16.5
18-07-1989,16.44
19-07-1989,16.49
20-07-1989,16.49
21-07-1989,16.52
24-07-1989,16.57
25-07-1989,16.55
26-07-1989,16.47
27-07-1989,16.41
28-07-1989,16.45
31-07-1989,16.44
01-08-1989,16.46
02-08-1989,16.43
03-08-1989,16.5
04-08-1989,16.57
07-08-1989,16.62
08-08-1989,16.56
09-08-1989,16.57
10-08-1989,16.57
11-08-1989,16.63
14-08-1989,16.65
15-08-1989,16.62
16-08-1989,16.62
17-08-1989,16.68
18-08-1989,16.8
21-08-1989,16.62
22-08-1989,16.55
23-08-1989,16.62
24-08-1989,16.62
25-08-1989,16.64
28-08-1989,16.7
29-08-1989,16.67
30-08-1989,16.66
31-08-1989,16.65
01-09-1989,16.69
04-09-1989,
05-09-1989,16.74
06-09-1989,16.72
07-09-1989,16.76
08-09-1989,16.74
11-09-1989,16.77
12-09-1989,16.74
13-09-1989,16.7
14-09-1989,16.77
15-09-1989,16.82
18-09-1989,16.8
19-09-1989,16.8
20-09-1989,16.77
21-09-1989,16.77
22-09-1989,16.8
25-09-1989,16.69
26-09-1989,16.69
27-09-1989,16.7
28-09-1989,16.74
29-09-1989,16.69
02-10-1989,16.67
03-10-1989,16.86
04-10-1989,16.78
05-10-1989,16.77
06-10-1989,16.8
09-10-1989,
10-10-1989,16.85
11-10-1989,16.9
12-10-1989,16.86
13-10-1989,16.86
16-10-1989,16.8
17-10-1989,16.78
18-10-1989,16.8
19-10-1989,16.81
20-10-1989,16.81
23-10-1989,16.82
24-10-1989,16.77
25-10-1989,16.81
26-10-1989,16.82
27-10-1989,16.85
30-10-1989,16.9
31-10-1989,16.88
01-11-1989,16.89
02-11-1989,16.91
03-11-1989,16.91
06-11-1989,16.91
07-11-1989,16.88
08-11-1989,16.88
09-11-1989,16.9
10-11-1989,16.93
13-11-1989,16.93
14-11-1989,16.89
15-11-1989,16.92
16-11-1989,16.9
17-11-1989,16.92
20-11-1989,16.95
21-11-1989,16.92
22-11-1989,16.91
23-11-1989,
24-11-1989,16.92
27-11-1989,17.03
28-11-1989,16.98
29-11-1989,16.98
30-11-1989,16.96
01-12-1989,16.97
04-12-1989,16.98
05-12-1989,16.96
06-12-1989,16.95
07-12-1989,16.94
08-12-1989,16.94
11-12-1989,16.93
12-12-1989,16.93
13-12-1989,16.92
14-12-1989,16.93
15-12-1989,16.92
18-12-1989,16.94
19-12-1989,16.93
20-12-1989,16.94
21-12-1989,16.93
22-12-1989,16.9
25-12-1989,
26-12-1989,16.9
27-12-1989,16.88
28-12-1989,16.89
29-12-1989,16.96
01-01-1990,
02-01-1990,16.96
03-01-1990,16.99
04-01-1990,16.94
05-01-1990,16.93
08-01-1990,16.93
09-01-1990,16.93
10-01-1990,16.92
11-01-1990,16.93
12-01-1990,16.94
15-01-1990,
16-01-1990,16.97
17-01-1990,16.97
18-01-1990,16.98
19-01-1990,16.97
22-01-1990,17.03
23-01-1990,17
24-01-1990,16.98
25-01-1990,16.99
26-01-1990,16.97
29-01-1990,16.97
30-01-1990,16.96
31-01-1990,16.97
01-02-1990,16.96
02-02-1990,16.96
05-02-1990,16.95
06-02-1990,16.95
07-02-1990,16.95
08-02-1990,16.96
09-02-1990,16.96
12-02-1990,16.99
13-02-1990,16.98
14-02-1990,16.97
15-02-1990,16.97
16-02-1990,16.96
19-02-1990,
20-02-1990,17
21-02-1990,17.03
22-02-1990,17
23-02-1990,17.02
26-02-1990,17.05
27-02-1990,17.07
28-02-1990,17.07
01-03-1990,17.07
02-03-1990,17.08
05-03-1990,17.05
06-03-1990,17.07
07-03-1990,17.05
08-03-1990,17.06
09-03-1990,17.1
12-03-1990,17.09
13-03-1990,17.1
14-03-1990,17.09
15-03-1990,17.07
16-03-1990,17.08
19-03-1990,17.11
20-03-1990,17.09
21-03-1990,17.13
22-03-1990,17.16
23-03-1990,17.16
26-03-1990,17.22
27-03-1990,17.21
28-03-1990,17.18
29-03-1990,17.17
30-03-1990,17.22
02-04-1990,17.23
03-04-1990,17.24
04-04-1990,17.23
05-04-1990,17.24
06-04-1990,17.24
09-04-1990,17.24
10-04-1990,17.28
11-04-1990,17.25
12-04-1990,17.25
13-04-1990,17.25
16-04-1990,17.25
17-04-1990,17.33
18-04-1990,17.3
19-04-1990,17.29
20-04-1990,17.34
23-04-1990,17.36
24-04-1990,17.35
25-04-1990,17.34
26-04-1990,17.39
27-04-1990,17.39
30-04-1990,17.39
01-05-1990,17.38
02-05-1990,17.39
03-05-1990,17.37
04-05-1990,17.33
07-05-1990,17.33
08-05-1990,17.35
09-05-1990,17.32
10-05-1990,17.3
11-05-1990,17.29
14-05-1990,17.31
15-05-1990,17.31
16-05-1990,17.31
17-05-1990,17.33
18-05-1990,17.25
21-05-1990,17.29
22-05-1990,17.3
23-05-1990,17.29
24-05-1990,17.31
25-05-1990,17.3
28-05-1990,
29-05-1990,17.37
30-05-1990,17.35
31-05-1990,17.36
01-06-1990,17.38
04-06-1990,17.44
05-06-1990,17.42
06-06-1990,17.4
07-06-1990,17.38
08-06-1990,17.44
11-06-1990,17.46
12-06-1990,17.42
13-06-1990,17.38
14-06-1990,17.42
15-06-1990,17.43
18-06-1990,17.42
19-06-1990,17.42
20-06-1990,17.42
21-06-1990,17.42
22-06-1990,17.45
25-06-1990,17.44
26-06-1990,17.4
27-06-1990,17.42
28-06-1990,17.45
29-06-1990,17.43
02-07-1990,17.45
03-07-1990,17.45
04-07-1990,
05-07-1990,17.42
06-07-1990,17.42
09-07-1990,17.38
10-07-1990,17.36
11-07-1990,17.39
12-07-1990,17.47
13-07-1990,17.42
16-07-1990,17.45
17-07-1990,17.44
18-07-1990,17.39
19-07-1990,17.42
20-07-1990,17.4
23-07-1990,17.42
24-07-1990,17.42
25-07-1990,17.42
26-07-1990,17.43
27-07-1990,17.4
30-07-1990,17.35
31-07-1990,17.35
01-08-1990,17.37
02-08-1990,17.38
03-08-1990,17.35
06-08-1990,17.28
07-08-1990,17.29
08-08-1990,17.34
09-08-1990,17.35
10-08-1990,17.39
13-08-1990,17.35
14-08-1990,17.34
15-08-1990,17.28
16-08-1990,17.37
17-08-1990,17.26
20-08-1990,17.28
21-08-1990,17.32
22-08-1990,17.32
23-08-1990,17.27
24-08-1990,17.3
27-08-1990,17.39
28-08-1990,17.36
29-08-1990,17.38
30-08-1990,17.48
31-08-1990,17.52
03-09-1990,
04-09-1990,17.64
05-09-1990,17.54
06-09-1990,17.56
07-09-1990,17.68
10-09-1990,17.76
11-09-1990,17.77
12-09-1990,17.76
13-09-1990,17.8
14-09-1990,17.85
17-09-1990,17.86
18-09-1990,17.83
19-09-1990,17.85
20-09-1990,18
21-09-1990,18.12
24-09-1990,18.06
25-09-1990,18.08
26-09-1990,18.09
27-09-1990,18.08
28-09-1990,18
01-10-1990,18.06
02-10-1990,18.08
03-10-1990,18.01
04-10-1990,18.07
05-10-1990,18.07
08-10-1990,
09-10-1990,18.04
10-10-1990,18.05
11-10-1990,18
12-10-1990,17.99
15-10-1990,18
16-10-1990,18.05
17-10-1990,18.07
18-10-1990,18.08
19-10-1990,18.1
22-10-1990,18.08
23-10-1990,18.1
24-10-1990,18.12
25-10-1990,18.1
26-10-1990,18.1
29-10-1990,18.15
30-10-1990,18.14
31-10-1990,18.16
01-11-1990,18.1
02-11-1990,18.08
05-11-1990,18.1
06-11-1990,18.1
07-11-1990,18.09
08-11-1990,18.13
09-11-1990,18.13
12-11-1990,
13-11-1990,18.14
14-11-1990,18.1
15-11-1990,18.08
16-11-1990,18.09
19-11-1990,18.07
20-11-1990,18.07
21-11-1990,18.02
22-11-1990,
23-11-1990,18.05
26-11-1990,18.08
27-11-1990,18.1
28-11-1990,18.13
29-11-1990,18.12
30-11-1990,18.17
03-12-1990,18.16
04-12-1990,18.11
05-12-1990,18.09
06-12-1990,18.12
07-12-1990,18.1
10-12-1990,18.09
11-12-1990,18.08
12-12-1990,18.06
13-12-1990,18.09
14-12-1990,18.11
17-12-1990,18.14
18-12-1990,18.15
19-12-1990,18.16
20-12-1990,18.18
21-12-1990,18.2
24-12-1990,18.2
25-12-1990,
26-12-1990,
27-12-1990,
28-12-1990,18.12
31-12-1990,18.13
01-01-1991,
02-01-1991,18.1
03-01-1991,18.12
04-01-1991,18.13
07-01-1991,18.17
08-01-1991,18.22
09-01-1991,18.2
10-01-1991,18.24
11-01-1991,18.29
14-01-1991,18.34
15-01-1991,18.39
16-01-1991,18.38
17-01-1991,18.37
18-01-1991,18.37
21-01-1991,
22-01-1991,18.41
23-01-1991,18.42
24-01-1991,18.42
25-01-1991,18.4
28-01-1991,18.45
29-01-1991,18.49
30-01-1991,18.6
31-01-1991,18.61
01-02-1991,18.6
04-02-1991,18.59
05-02-1991,18.6
06-02-1991,18.58
07-02-1991,18.69
08-02-1991,18.76
11-02-1991,18.71
12-02-1991,18.72
13-02-1991,18.75
14-02-1991,18.83
15-02-1991,18.9
18-02-1991,
19-02-1991,19.1
20-02-1991,19.1
21-02-1991,19.08
22-02-1991,19.05
25-02-1991,19.08
26-02-1991,19.06
27-02-1991,19.08
28-02-1991,19.06
01-03-1991,19.08
04-03-1991,19.06
05-03-1991,19.04
06-03-1991,19.03
07-03-1991,19.04
08-03-1991,19.09
11-03-1991,19.11
12-03-1991,19.1
13-03-1991,19.12
14-03-1991,19.14
15-03-1991,19.16
18-03-1991,19.23
19-03-1991,19.3
20-03-1991,19.35
21-03-1991,19.3
22-03-1991,19.21
25-03-1991,19.38
26-03-1991,19.59
27-03-1991,19.59
28-03-1991,19.57
29-03-1991,19.61
01-04-1991,19.61
02-04-1991,19.66
03-04-1991,19.62
04-04-1991,19.68
05-04-1991,19.7
08-04-1991,19.82
09-04-1991,19.73
10-04-1991,19.75
11-04-1991,19.8
12-04-1991,19.8
15-04-1991,19.77
16-04-1991,19.73
17-04-1991,19.72
18-04-1991,19.9
19-04-1991,20.07
22-04-1991,20.25
23-04-1991,20.23
24-04-1991,20.2
25-04-1991,20.25
26-04-1991,20.23
29-04-1991,20.24
30-04-1991,20.18
01-05-1991,20.2
02-05-1991,20.21
03-05-1991,20.21
06-05-1991,20.35
07-05-1991,20.38
08-05-1991,20.35
09-05-1991,20.46
10-05-1991,20.46
13-05-1991,20.48
14-05-1991,20.48
15-05-1991,20.44
16-05-1991,20.48
17-05-1991,20.49
20-05-1991,20.7
21-05-1991,20.65
22-05-1991,20.66
23-05-1991,20.67
24-05-1991,20.7
27-05-1991,
28-05-1991,20.69
29-05-1991,20.69
30-05-1991,20.77
31-05-1991,20.89
03-06-1991,21
04-06-1991,21
05-06-1991,21.01
06-06-1991,21
07-06-1991,21.06
10-06-1991,21.01
11-06-1991,21.03
12-06-1991,20.94
13-06-1991,21
14-06-1991,20.99
17-06-1991,21.16
18-06-1991,21.16
19-06-1991,21.14
20-06-1991,21.09
21-06-1991,21.08
24-06-1991,21.15
25-06-1991,21.12
26-06-1991,21.09
27-06-1991,21.08
28-06-1991,21.13
01-07-1991,23.09
02-07-1991,23.12
03-07-1991,26.28
04-07-1991,
05-07-1991,26.07
08-07-1991,25.86
09-07-1991,25.86
10-07-1991,25.92
11-07-1991,25.89
12-07-1991,25.88
15-07-1991,25.9
16-07-1991,25.96
17-07-1991,25.96
18-07-1991,25.87
19-07-1991,25.87
22-07-1991,25.77
23-07-1991,25.78
24-07-1991,25.75
25-07-1991,25.69
26-07-1991,25.72
29-07-1991,25.76
30-07-1991,25.72
31-07-1991,25.76
01-08-1991,25.74
02-08-1991,25.9
05-08-1991,25.72
06-08-1991,25.57
07-08-1991,25.64
08-08-1991,25.57
09-08-1991,25.74
12-08-1991,25.89
13-08-1991,25.82
14-08-1991,26.02
15-08-1991,25.99
16-08-1991,25.96
19-08-1991,26
20-08-1991,26
21-08-1991,25.94
22-08-1991,25.95
23-08-1991,25.94
26-08-1991,
27-08-1991,25.94
28-08-1991,25.87
29-08-1991,25.74
30-08-1991,25.82
02-09-1991,
03-09-1991,25.83
04-09-1991,25.76
05-09-1991,25.79
06-09-1991,25.82
09-09-1991,25.79
10-09-1991,25.77
11-09-1991,25.79
12-09-1991,25.78
13-09-1991,25.8
16-09-1991,25.85
17-09-1991,25.96
18-09-1991,25.89
19-09-1991,25.89
20-09-1991,25.92
23-09-1991,25.89
24-09-1991,25.87
25-09-1991,25.83
26-09-1991,25.8
27-09-1991,25.87
30-09-1991,25.77
01-10-1991,25.77
02-10-1991,25.74
03-10-1991,25.76
04-10-1991,25.72
07-10-1991,25.75
08-10-1991,25.83
09-10-1991,25.8
10-10-1991,25.8
11-10-1991,25.78
14-10-1991,
15-10-1991,25.82
16-10-1991,25.82
17-10-1991,25.8
18-10-1991,25.8
21-10-1991,25.8
22-10-1991,25.84
23-10-1991,25.8
24-10-1991,25.79
25-10-1991,25.79
28-10-1991,25.8
29-10-1991,25.79
30-10-1991,25.9
31-10-1991,25.84
01-11-1991,25.85
04-11-1991,25.8
05-11-1991,25.79
06-11-1991,25.79
07-11-1991,25.82
08-11-1991,25.84
11-11-1991,
12-11-1991,25.8
13-11-1991,25.8
14-11-1991,25.8
15-11-1991,25.8
18-11-1991,25.79
19-11-1991,25.8
20-11-1991,25.79
21-11-1991,25.78
22-11-1991,25.8
25-11-1991,25.77
26-11-1991,25.8
27-11-1991,25.82
28-11-1991,
29-11-1991,25.8
02-12-1991,25.78
03-12-1991,25.8
04-12-1991,25.79
05-12-1991,25.81
06-12-1991,25.86
09-12-1991,25.83
10-12-1991,25.86
11-12-1991,25.86
12-12-1991,25.86
13-12-1991,25.83
16-12-1991,25.84
17-12-1991,25.83
18-12-1991,25.81
19-12-1991,25.79
20-12-1991,25.79
23-12-1991,25.82
24-12-1991,25.85
25-12-1991,
26-12-1991,
27-12-1991,25.8
30-12-1991,25.79
31-12-1991,25.76
01-01-1992,
02-01-1992,25.79
03-01-1992,25.81
06-01-1992,25.79
07-01-1992,25.79
08-01-1992,25.79
09-01-1992,25.82
10-01-1992,25.81
13-01-1992,25.8
14-01-1992,25.81
15-01-1992,25.86
16-01-1992,25.84
17-01-1992,25.94
20-01-1992,
21-01-1992,25.88
22-01-1992,25.86
23-01-1992,25.88
24-01-1992,25.98
27-01-1992,25.95
28-01-1992,25.94
29-01-1992,25.92
30-01-1992,25.91
31-01-1992,25.95
03-02-1992,25.84
04-02-1992,25.81
05-02-1992,25.8
06-02-1992,25.8
07-02-1992,25.8
10-02-1992,25.82
11-02-1992,25.91
12-02-1992,25.94
13-02-1992,25.92
14-02-1992,25.9
17-02-1992,
18-02-1992,25.91
19-02-1992,27
20-02-1992,26.55
21-02-1992,26.4
